"","pm","class","n.patches","total.area","prop.landscape","patch.density","total.edge","edge.density","landscape.shape.index","largest.patch.index","mean.patch.area","sd.patch.area","min.patch.area","max.patch.area","perimeter.area.frac.dim","mean.perim.area.ratio","sd.perim.area.ratio","min.perim.area.ratio","max.perim.area.ratio","mean.shape.index","sd.shape.index","min.shape.index","max.shape.index","mean.frac.dim.index","sd.frac.dim.index","min.frac.dim.index","max.frac.dim.index","total.core.area","prop.landscape.core","mean.patch.core.area","sd.patch.core.area","min.patch.core.area","max.patch.core.area","prop.like.adjacencies","aggregation.index","lanscape.division.index","splitting.index","effective.mesh.size","patch.cohesion.index"
"1018",0.0051,402,1,3,0.00333333333333333,0.00111111111111111,10,0.0111111111111111,1.25,0.00333333333333333,3,NA,3,3,7.17286647694769,3.33333333333333,NA,3.33333333333333,3.33333333333333,1.25,NA,1.25,1.25,1.66808753429294,NA,1.66808753429294,1.66808753429294,0,0,0,NA,0,0,0.0909090909090909,50,0.999988888888889,90000,0.01,4.08561406450028
"1019",0.0051,439,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1020",0.0051,452,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1021",0.0051,467,1,2,0.00222222222222222,0.00111111111111111,6,0.00666666666666667,1,0.00222222222222222,2,NA,2,2,6.81369690625718,3,NA,3,3,1,NA,1,1,1.16992500144231,NA,1.16992500144231,1.16992500144231,0,0,0,NA,0,0,0.142857142857143,100,0.999995061728395,202500,0.00444444444444444,2.83130111519671
"1022",0.0051,472,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1023",0.0051,506,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1024",0.0051,531,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1025",0.0051,619,3,7,0.00777777777777778,0.00333333333333333,24,0.0266666666666667,2,0.00333333333333333,2.33333333333333,1.15470053837925,1,3,7.52730146360719,3.55555555555556,0.769800358919501,2.66666666666667,4,1.16666666666667,0.288675134594813,1,1.5,1.63092975357146,0.521944147967625,1.26185950714291,2,0,0,0,0,0,0,0.0769230769230769,25,0.999976543209877,42631.5789473684,0.0211111111111111,4.08561406450028
"1026",0.0051,660,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1027",0.0051,669,2,6,0.00666666666666667,0.00222222222222222,24,0.0266666666666667,2.4,0.00555555555555556,3,2.82842712474619,1,5,8.46060118785496,4,0,4,4,1.5,0.707106781186548,1,2,2,NA,2,2,0,0,0,0,0,0,0,0,0.999967901234568,31153.8461538462,0.0288888888888889,NA
"1028",0.0051,695,3,4,0.00444444444444444,0.00333333333333333,16,0.0177777777777778,2,0.00222222222222222,1.33333333333333,0.577350269189626,1,2,9.58050748141996,4,0,4,4,1.11111111111111,0.192450089729875,1,1.33333333333333,2,NA,2,2,0,0,0,0,0,0,0,0,0.999992592592593,135000,0.00666666666666667,NA
"1029",0.0051,705,2,2,0.00222222222222222,0.00222222222222222,8,0.00888888888888889,1.33333333333333,0.00111111111111111,1,0,1,1,10.121576876138,4,0,4,4,1,0,1,1,NA,NA,Inf,-Inf,0,0,0,0,0,0,0,0,0.999997530864198,405000,0.00222222222222222,NA
"1030",0.0051,726,10,30,0.0333333333333333,0.0111111111111111,82,0.0911111111111111,3.72727272727273,0.0188888888888889,3,4.94413232473044,1,17,5.72472375976281,3.6,0.699205898780101,2,4,1.15555555555556,0.292569150490837,1,1.88888888888889,1.57010978372963,0.416364193726823,1.16992500144231,2,0,0,0,0,0,0,0.188118811881188,38.7755102040816,0.999617283950617,2612.90322580645,0.344444444444444,7.14796690116035
"1031",0.0051,735,2,3,0.00333333333333333,0.00222222222222222,12,0.0133333333333333,1.5,0.00222222222222222,1.5,0.707106781186548,1,2,9.40220772446082,4,0,4,4,1.16666666666667,0.235702260395516,1,1.33333333333333,2,NA,2,2,0,0,0,0,0,0,0,0,0.999993827160494,162000,0.00555555555555556,NA
"1032",0.0051,778,5,14,0.0155555555555556,0.00555555555555556,38,0.0422222222222222,2.375,0.01,2.8,3.4928498393146,1,9,5.72965164715849,3.44444444444444,0.808901098808946,2.22222222222222,4,1.13333333333333,0.298142396999972,1,1.66666666666667,1.31744926108012,0.208630808758837,1.16992500144231,1.46497352071793,0,0,0,0,0,0,0.191489361702128,45,0.999891358024691,9204.54545454545,0.0977777777777778,6.24338544702635
"1033",0.0051,779,3,29,0.0322222222222222,0.00333333333333333,60,0.0666666666666667,2.72727272727273,0.03,9.66666666666667,15.0111069989303,1,27,4.16348519842903,3.30864197530864,1.19746722498589,1.92592592592593,4,1.45454545454545,0.787295821622217,1,2.36363636363636,1.5564783463152,NA,1.5564783463152,1.5564783463152,0,0,0,0,0,0,0.318181818181818,59.5744680851064,0.999097530864198,1108.07113543092,0.812222222222222,7.80631579927787
"1034",0.0051,797,1,3,0.00333333333333333,0.00111111111111111,12,0.0133333333333333,1.5,0.00333333333333333,3,NA,3,3,8.57774700692959,4,NA,4,4,1.5,NA,1.5,1.5,2,NA,2,2,0,0,0,NA,0,0,0,0,0.999988888888889,90000,0.01,NA
"1035",0.0051,811,3,3,0.00333333333333333,0.00333333333333333,12,0.0133333333333333,1.5,0.00111111111111111,1,0,1,1,10.121576876138,4,0,4,4,1,0,1,1,NA,NA,Inf,-Inf,0,0,0,0,0,0,0,0,0.999996296296296,270000,0.00333333333333333,NA
"1036",0.0051,870,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1037",0.0051,880,3,3,0.00333333333333333,0.00333333333333333,12,0.0133333333333333,1.5,0.00111111111111111,1,0,1,1,10.121576876138,4,0,4,4,1,0,1,1,NA,NA,Inf,-Inf,0,0,0,0,0,0,0,0,0.999996296296296,270000,0.00333333333333333,NA
"1038",0.0051,885,3,7,0.00777777777777778,0.00333333333333333,20,0.0222222222222222,1.66666666666667,0.00444444444444444,2.33333333333333,1.52752523165195,1,4,6.25838598417483,3.16666666666667,0.763762615825973,2.5,4,1.08333333333333,0.144337567297406,1,1.25,1.24592654816484,0.107482418136327,1.16992500144231,1.32192809488736,0,0,0,0,0,0,0.166666666666667,50,0.999974074074074,38571.4285714286,0.0233333333333333,4.45145856113019
"1039",0.0052,0,16,474,0.526666666666667,0.0177777777777778,726,0.806666666666667,8.25,0.467777777777778,29.625,104.539545946339,1,421,3.0638762713986,3.53100369790542,0.874126791729348,1.38242280285036,4,1.56994047619048,1.4898870165202,1,6.92857142857143,1.67681525797715,0.283862155240035,1.26185950714291,2,41,0.0455555555555556,2.5625,10.25,0,41,0.446224256292906,64.712389380531,0.780283950617284,4.5513288756532,197.744444444444,9.17284770078088
"1040",0.0052,1,19,63,0.07,0.0211111111111111,172,0.191111111111111,5.375,0.0333333333333333,3.31578947368421,6.59168357839337,1,30,5.675706691074,3.68245614035088,0.626411336976684,1.8,4,1.22567783094099,0.388549134573231,1,2.45454545454545,1.72076493163071,0.319982664856989,1.16992500144231,2,0,0,0,0,0,0,0.188679245283019,36.3636363636364,0.998776543209877,817.356205852674,1.10111111111111,7.68166052519598
"1041",0.0052,21,9,16,0.0177777777777778,0.01,54,0.06,3.375,0.00333333333333333,1.77777777777778,0.97182531580755,1,3,7.65267933104834,3.59259259259259,0.618640484758891,2.66666666666667,4,1.05555555555556,0.166666666666667,1,1.5,1.42341100393204,0.386828039346725,1.16992500144231,2,0,0,0,0,0,0,0.0847457627118644,21.7391304347826,0.999955555555556,22500,0.04,3.87298187068225
"1042",0.0052,31,3,7,0.00777777777777778,0.00333333333333333,24,0.0266666666666667,2,0.00555555555555556,2.33333333333333,2.3094010767585,1,5,7.40744070019918,3.73333333333333,0.4618802153517,3.2,4,1.2,0.346410161513776,1,1.6,1.72270623229357,NA,1.72270623229357,1.72270623229357,0,0,0,0,0,0,0.0769230769230769,25,0.999966666666667,30000,0.03,5.34360191016707
"1043",0.0052,32,3,3,0.00333333333333333,0.00333333333333333,12,0.0133333333333333,1.5,0.00111111111111111,1,0,1,1,10.121576876138,4,0,4,4,1,0,1,1,NA,NA,Inf,-Inf,0,0,0,0,0,0,0,0,0.999996296296296,270000,0.00333333333333333,NA
"1044",0.0052,33,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1045",0.0052,37,1,9,0.01,0.00111111111111111,20,0.0222222222222222,1.66666666666667,0.01,9,NA,9,9,4.50792517686835,2.22222222222222,NA,2.22222222222222,2.22222222222222,1.66666666666667,NA,1.66666666666667,1.66666666666667,1.46497352071793,NA,1.46497352071793,1.46497352071793,0,0,0,NA,0,0,0.285714285714286,72.7272727272727,0.9999,10000,0.09,6.44444444444445
"1046",0.0052,56,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1047",0.0052,95,4,8,0.00888888888888889,0.00444444444444444,24,0.0266666666666667,2,0.00333333333333333,2,1.15470053837925,1,3,6.69579068769237,3.33333333333333,0.769800358919501,2.66666666666667,4,1,0,1,1,1.26185950714291,0,1.26185950714291,1.26185950714291,0,0,0,0,0,0,0.142857142857143,40,0.999975308641975,40500,0.0222222222222222,4.08561406450028
"1048",0.0052,116,2,3,0.00333333333333333,0.00222222222222222,10,0.0111111111111111,1.25,0.00222222222222222,1.5,0.707106781186548,1,2,7.84341461860919,3.5,0.707106781186548,3,4,1,0,1,1,1.16992500144231,NA,1.16992500144231,1.16992500144231,0,0,0,0,0,0,0.0909090909090909,50,0.999993827160494,162000,0.00555555555555556,2.83130111519671
"1049",0.0052,126,9,34,0.0377777777777778,0.01,102,0.113333333333333,4.25,0.0166666666666667,3.77777777777778,4.79003595439997,1,15,6.21833876607884,3.59814814814815,0.660830939699556,2.25,4,1.31944444444444,0.534406472432527,1,2.625,1.71282148401147,0.227963579001768,1.44661666762821,2,0,0,0,0,0,0,0.142857142857143,30.3571428571429,0.999614814814815,2596.15384615385,0.346666666666667,6.75232936815097
"1050",0.0052,130,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1051",0.0052,131,2,4,0.00444444444444444,0.00222222222222222,16,0.0177777777777778,2,0.00333333333333333,2,1.4142135623731,1,3,8.89802200117973,4,0,4,4,1.25,0.353553390593274,1,1.5,2,NA,2,2,0,0,0,0,0,0,0,0,0.999987654320988,81000,0.0111111111111111,NA
"1052",0.0052,143,4,10,0.0111111111111111,0.00444444444444444,30,0.0333333333333333,2.14285714285714,0.00666666666666667,2.5,2.38047614284762,1,6,6.45388386759547,3.41666666666667,0.687184270936277,2.66666666666667,4,1.15,0.3,1,1.6,1.35866811519024,0.266923071266846,1.16992500144231,1.54741122893817,0,0,0,0,0,0,0.142857142857143,38.4615384615385,0.999948148148148,19285.7142857143,0.0466666666666667,5.35587558769452
"1053",0.0052,260,7,28,0.0311111111111111,0.00777777777777778,76,0.0844444444444444,3.45454545454545,0.0188888888888889,4,5.91607978309962,1,17,5.59523551676669,3.49075630252101,0.699866992989448,2.23529411764706,4,1.24444444444444,0.442774641003806,1,2.11111111111111,1.49394856252841,0.288441440906535,1.16992500144231,1.72270623229357,0,0,0,0,0,0,0.191489361702128,40,0.999602469135802,2515.52795031056,0.357777777777778,7.09775387968058
"1054",0.0052,263,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1055",0.0052,270,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1056",0.0052,285,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1057",0.0052,302,1,2,0.00222222222222222,0.00111111111111111,6,0.00666666666666667,1,0.00222222222222222,2,NA,2,2,6.81369690625718,3,NA,3,3,1,NA,1,1,1.16992500144231,NA,1.16992500144231,1.16992500144231,0,0,0,NA,0,0,0.142857142857143,100,0.999995061728395,202500,0.00444444444444444,2.83130111519671
"1058",0.0052,320,6,13,0.0144444444444444,0.00666666666666667,36,0.04,2.25,0.00666666666666667,2.16666666666667,1.94079021706795,1,6,6.05453920730497,3.33333333333333,0.816496580927726,2,4,1.03333333333333,0.0816496580927726,1,1.2,1.18871479613851,0.0325448790776093,1.16992500144231,1.22629438553092,0,0,0,0,0,0,0.181818181818182,44.4444444444444,0.999941975308642,17234.0425531915,0.0522222222222222,5.25401501760726
"1059",0.0052,332,3,6,0.00666666666666667,0.00333333333333333,18,0.02,1.8,0.00333333333333333,2,1,1,3,6.73454232154715,3.22222222222222,0.693888666488711,2.66666666666667,4,1,0,1,1,1.21589225429261,0.0650075124059293,1.16992500144231,1.26185950714291,0,0,0,0,0,0,0.142857142857143,42.8571428571429,0.999982716049383,57857.1428571429,0.0155555555555556,3.72199131364915
"1060",0.0052,347,3,8,0.00888888888888889,0.00333333333333333,26,0.0288888888888889,2.16666666666667,0.00666666666666667,2.66666666666667,2.88675134594813,1,6,6.91700736876898,3.66666666666667,0.577350269189626,3,4,1.26666666666667,0.461880215351701,1,1.8,1.67888315659275,NA,1.67888315659275,1.67888315659275,0,0,0,0,0,0,0.103448275862069,30,0.999953086419753,21315.7894736842,0.0422222222222222,5.72026652551599
"1061",0.0052,354,8,21,0.0233333333333333,0.00888888888888889,66,0.0733333333333333,3.3,0.00777777777777778,2.625,2.38671920665766,1,7,6.71132894013314,3.55535714285714,0.637297386769845,2.5,4,1.18541666666667,0.302822371843444,1,1.83333333333333,1.54361110883452,0.215404868322915,1.32192809488736,1.75213443751864,0,0,0,0,0,0,0.12,28.125,0.999882716049383,8526.31578947369,0.105555555555556,5.45266470236201
"1062",0.0052,394,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1063",0.0052,404,7,14,0.0155555555555556,0.00777777777777778,42,0.0466666666666667,2.625,0.00555555555555556,2,1.4142135623731,1,5,6.67608764680984,3.34285714285714,0.650274667242345,2.4,4,1.02857142857143,0.0755928946018454,1,1.2,1.21874684832473,0.0976436937648292,1.16992500144231,1.36521238897197,0,0,0,0,0,0,0.142857142857143,35,0.999950617283951,20250,0.0444444444444444,4.53531646105046
"1064",0.0052,471,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1065",0.0052,538,8,24,0.0266666666666667,0.00888888888888889,78,0.0866666666666667,3.9,0.01,3,2.67261241912424,1,9,6.89606849565422,3.59027777777778,0.607810349958566,2.5,4,1.3125,0.390232938168661,1,2.16666666666667,1.73876067901633,0.281273517632079,1.32192809488736,2,0,0,0,0,0,0,0.103448275862069,23.6842105263158,0.999849382716049,6639.34426229508,0.135555555555556,5.83947127912898
"1066",0.0052,550,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1067",0.0052,563,17,34,0.0377777777777778,0.0188888888888889,108,0.12,4.5,0.00555555555555556,2,1.11803398874989,1,5,7.1029451201844,3.38039215686275,0.541481868929224,2.66666666666667,4,1.07254901960784,0.164247143606842,1,1.5,1.32664252836889,0.273718474708201,1.16992500144231,2,0,0,0,0,0,0,0.114754098360656,25,0.999891358024691,9204.54545454545,0.0977777777777778,4.04459724888931
"1068",0.0052,564,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1069",0.0052,597,6,16,0.0177777777777778,0.00666666666666667,50,0.0555555555555556,3.125,0.01,2.66666666666667,3.14112506383727,1,9,6.6516756394337,3.61111111111111,0.611615953089906,2.66666666666667,4,1.22222222222222,0.403686713879666,1,2,1.60028491833792,0.415885146708204,1.16992500144231,2,0,0,0,0,0,0,0.12280701754386,30.4347826086957,0.999886419753086,8804.34782608696,0.102222222222222,6.18124777760014
"1070",0.0052,599,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
"1071",0.0052,644,1,1,0.00111111111111111,0.00111111111111111,4,0.00444444444444444,1,0.00111111111111111,1,NA,1,1,10.121576876138,4,NA,4,4,1,NA,1,1,NA,NA,Inf,-Inf,0,0,0,NA,0,0,0,0,0.999998765432099,810000,0.00111111111111111,NA
